FileName = C:\Escalation\Intel\JAM Escalations\ALE441-4227196_4764 Cap crash with Access Violation\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_89

LogCount = 1404
"793","2020/09/24","15:28:44","Send","S6F11","118912 (1D080h)","3791","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118912 (1D080h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"794","2020/09/24","15:28:44","Recv","S6F12","","3790","OFF","Byte (1)   1  :00",""
"795","2020/09/24","15:28:43","Send","S6F11","118800 (1D010h)","3790","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"796","2020/09/24","15:28:43","Recv","S6F12","","378F","OFF","Byte (1)   1  :00",""
"797","2020/09/24","15:28:43","Send","S6F11","118816 (1D020h)","378F","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)",""
"798","2020/09/24","15:28:39","Recv","S6F12","","378E","OFF","Byte (1)   1  :00",""
"799","2020/09/24","15:28:39","Send","S6F11","118944 (1D0A0h)","378E","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)  15  :***************",""
"800","2020/09/24","15:28:39","Recv","S6F12","","378D","OFF","Byte (1)   1  :00",""
"801","2020/09/24","15:28:39","Recv","S6F12","","378C","OFF","Byte (1)   1  :00",""
"802","2020/09/24","15:28:39","Send","S6F11","118800 (1D010h)","378D","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  15  :***************
        UInt1(1)   1  :1 (01h)",""
"803","2020/09/24","15:28:39","Send","S6F11","118816 (1D020h)","378C","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"804","2020/09/24","15:28:36","Recv","S6F12","","378B","OFF","Byte (1)   1  :00",""
"805","2020/09/24","15:28:36","Send","S6F11","77905 (13051h)","378B","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :31 (1Fh)",""
"806","2020/09/24","15:28:36","Recv","S6F12","","378A","OFF","Byte (1)   1  :00",""
"807","2020/09/24","15:28:36","Send","S6F11","118944 (1D0A0h)","378A","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"808","2020/09/24","15:28:36","Recv","S6F12","","3789","OFF","Byte (1)   1  :00",""
"809","2020/09/24","15:28:35","Send","S6F11","118944 (1D0A0h)","3789","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"810","2020/09/24","15:28:35","Recv","S6F12","","3788","OFF","Byte (1)   1  :00",""
"811","2020/09/24","15:28:35","Send","S6F11","118800 (1D010h)","3788","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"812","2020/09/24","15:28:35","Recv","S6F12","","3787","OFF","Byte (1)   1  :00",""
"813","2020/09/24","15:28:35","Send","S6F11","118800 (1D010h)","3787","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"814","2020/09/24","15:28:35","Recv","S6F12","","3786","OFF","Byte (1)   1  :00",""
"815","2020/09/24","15:28:35","Send","S6F11","118816 (1D020h)","3786","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  11  :***********
        UInt1(1)   1  :0 (00h)",""
"816","2020/09/24","15:28:35","Recv","S6F12","","3785","OFF","Byte (1)   1  :00",""
"817","2020/09/24","15:28:35","Send","S6F11","118816 (1D020h)","3785","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  11  :***********
        UInt1(1)   1  :0 (00h)",""
"818","2020/09/24","15:28:29","Recv","S6F12","","3784","OFF","Byte (1)   1  :00",""
"819","2020/09/24","15:28:29","Send","S6F11","77905 (13051h)","3784","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :6 (06h)",""
"820","2020/09/24","15:28:29","Recv","S6F12","","3783","OFF","Byte (1)   1  :00",""
"821","2020/09/24","15:28:29","Send","S6F11","77937 (13071h)","3783","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77937 (13071h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :200 (C8h)
      List (1)   8
        Ascii(1)  16  :****************
        Ascii(1)  17  :*****************
        Ascii(1)  15  :***************
        Ascii(1)  16  :****************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :22 (16h)
        Ascii(1)  15  :***************
        Ascii(1)  19  :*******************",""
"822","2020/09/24","15:28:22","Recv","S6F12","","3782","OFF","Byte (1)   1  :00",""
"823","2020/09/24","15:28:22","Send","S6F11","77905 (13051h)","3782","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :4 (04h)",""
"824","2020/09/24","15:28:22","Recv","S6F12","","3781","OFF","Byte (1)   1  :00",""
"825","2020/09/24","15:28:22","Send","S6F11","77921 (13061h)","3781","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77921 (13061h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :200 (C8h)
      List (1)   8
        Ascii(1)  16  :****************
        Ascii(1)  17  :*****************
        Ascii(1)  15  :***************
        Ascii(1)  16  :****************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :22 (16h)
        Ascii(1)  15  :***************
        Ascii(1)  19  :*******************",""
"826","2020/09/24","15:28:21","Recv","S6F12","","3780","OFF","Byte (1)   1  :00",""
"827","2020/09/24","15:28:21","Send","S6F11","77905 (13051h)","3780","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :33 (21h)",""
"828","2020/09/24","15:28:18","Recv","S6F12","","377F","OFF","Byte (1)   1  :00",""
"829","2020/09/24","15:28:18","Send","S6F11","118944 (1D0A0h)","377F","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)  11  :***********",""
"830","2020/09/24","15:28:18","Recv","S6F12","","377E","OFF","Byte (1)   1  :00",""
"831","2020/09/24","15:28:18","Send","S6F11","118800 (1D010h)","377E","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  11  :***********
        UInt1(1)   1  :1 (01h)",""
"832","2020/09/24","15:28:17","Recv","S6F12","","377D","OFF","Byte (1)   1  :00",""
"833","2020/09/24","15:28:17","Send","S6F11","118816 (1D020h)","377D","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"834","2020/09/24","15:28:14","Recv","S6F12","","377C","OFF","Byte (1)   1  :00",""
"835","2020/09/24","15:28:14","Send","S6F11","77905 (13051h)","377C","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :31 (1Fh)",""
"836","2020/09/24","15:28:12","Recv","S6F12","","377B","OFF","Byte (1)   1  :00",""
"837","2020/09/24","15:28:12","Send","S6F11","119056 (1D110h)","377B","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :119056 (1D110h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :1 (01h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"838","2020/09/24","15:28:12","Recv","S6F12","","377A","OFF","Byte (1)   1  :00",""
"839","2020/09/24","15:28:12","Send","S6F11","106912 (1A1A0h)","377A","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :106912 (1A1A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :103 (67h)
      List (1)   1
        Ascii(1)  16  :****************",""
"840","2020/09/24","15:28:12","Recv","S6F12","","3779","OFF","Byte (1)   1  :00",""
"841","2020/09/24","15:28:12","Send","S6F11","77908 (13054h)","3779","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77908 (13054h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :209 (D1h)
      List (1)   1
        UInt1(1)   1  :4 (04h)",""
"842","2020/09/24","15:28:11","Recv","S6F12","","3778","OFF","Byte (1)   1  :00",""
"843","2020/09/24","15:28:11","Send","S6F11","77924 (13064h)","3778","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77924 (13064h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :200 (C8h)
      List (1)   8
        Ascii(1)  16  :****************
        Ascii(1)  18  :******************
        Ascii(1)  15  :***************
        Ascii(1)  16  :****************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :21 (15h)
        Ascii(1)  15  :***************
        Ascii(1)  19  :*******************",""
"844","2020/09/24","15:28:11","Recv","S6F12","","3777","OFF","Byte (1)   1  :00",""
"845","2020/09/24","15:28:11","Send","S6F11","110656 (1B040h)","3777","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :110656 (1B040h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :109 (6Dh)
      List (1)   1
        Ascii(1)  15  :***************",""
"846","2020/09/24","15:28:11","Recv","S6F12","","3776","OFF","Byte (1)   1  :00",""
"847","2020/09/24","15:28:11","Send","S6F11","114768 (1C050h)","3776","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :114768 (1C050h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :110 (6Eh)
      List (1)   1
        Ascii(1)  27  :***************************",""
"848","2020/09/24","15:28:11","Recv","S6F12","","3775","OFF","Byte (1)   1  :00",""
"849","2020/09/24","15:28:11","Send","S6F11","118944 (1D0A0h)","3775","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"850","2020/09/24","15:28:11","Recv","S6F12","","3774","OFF","Byte (1)   1  :00",""
"851","2020/09/24","15:28:11","Send","S6F11","110624 (1B020h)","3774","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :110624 (1B020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :109 (6Dh)
      List (1)   1
        Ascii(1)  15  :***************",""
"852","2020/09/24","15:28:11","Recv","S6F12","","3773","OFF","Byte (1)   1  :00",""
"853","2020/09/24","15:28:11","Send","S6F11","114736 (1C030h)","3773","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :114736 (1C030h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :110 (6Eh)
      List (1)   1
        Ascii(1)  27  :***************************",""
"854","2020/09/24","15:28:11","Recv","S6F12","","3772","OFF","Byte (1)   1  :00",""
"855","2020/09/24","15:28:11","Send","S6F11","118800 (1D010h)","3772","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"856","2020/09/24","15:28:11","Recv","S6F12","","3771","OFF","Byte (1)   1  :00",""
"857","2020/09/24","15:28:11","Send","S6F11","118816 (1D020h)","3771","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"858","2020/09/24","15:28:09","Recv","S6F12","","3770","OFF","Byte (1)   1  :00",""
"859","2020/09/24","15:28:09","Send","S6F11","77908 (13054h)","3770","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77908 (13054h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :209 (D1h)
      List (1)   1
        UInt1(1)   1  :33 (21h)",""
"860","2020/09/24","15:28:05","Recv","S6F12","","376F","OFF","Byte (1)   1  :00",""
"861","2020/09/24","15:28:04","Send","S6F11","118944 (1D0A0h)","376F","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)  11  :***********",""
"862","2020/09/24","15:28:04","Recv","S6F12","","376E","OFF","Byte (1)   1  :00",""
"863","2020/09/24","15:28:04","Send","S6F11","118800 (1D010h)","376E","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  11  :***********
        UInt1(1)   1  :1 (01h)",""
"864","2020/09/24","15:28:04","Recv","S6F12","","376D","OFF","Byte (1)   1  :00",""
"865","2020/09/24","15:28:04","Send","S6F11","118816 (1D020h)","376D","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"866","2020/09/24","15:28:02","Recv","S6F12","","376C","OFF","Byte (1)   1  :00",""
"867","2020/09/24","15:28:02","Send","S6F11","77905 (13051h)","376C","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :33 (21h)",""
"868","2020/09/24","15:28:00","Recv","S6F12","","376B","OFF","Byte (1)   1  :00",""
"869","2020/09/24","15:28:00","Send","S6F11","118912 (1D080h)","376B","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118912 (1D080h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"870","2020/09/24","15:28:00","Recv","S6F12","","376A","OFF","Byte (1)   1  :00",""
"871","2020/09/24","15:28:00","Send","S6F11","118800 (1D010h)","376A","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"872","2020/09/24","15:28:00","Recv","S6F12","","3769","OFF","Byte (1)   1  :00",""
"873","2020/09/24","15:28:00","Send","S6F11","118816 (1D020h)","3769","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)",""
"874","2020/09/24","15:27:57","Recv","S6F12","","3768","OFF","Byte (1)   1  :00",""
"875","2020/09/24","15:27:57","Send","S6F11","77908 (13054h)","3768","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77908 (13054h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :209 (D1h)
      List (1)   1
        UInt1(1)   1  :31 (1Fh)",""
"876","2020/09/24","15:27:54","Recv","S6F12","","3767","OFF","Byte (1)   1  :00",""
"877","2020/09/24","15:27:54","Send","S6F11","118944 (1D0A0h)","3767","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :0 (00h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"878","2020/09/24","15:27:53","Recv","S6F12","","3766","OFF","Byte (1)   1  :00",""
"879","2020/09/24","15:27:53","Send","S6F11","118800 (1D010h)","3766","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"880","2020/09/24","15:27:53","Recv","S6F12","","3765","OFF","Byte (1)   1  :00",""
"881","2020/09/24","15:27:53","Send","S6F11","118816 (1D020h)","3765","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"882","2020/09/24","15:27:49","Recv","S6F12","","3764","OFF","Byte (1)   1  :00",""
"883","2020/09/24","15:27:49","Send","S6F11","77905 (13051h)","3764","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :31 (1Fh)",""
"884","2020/09/24","15:27:48","Recv","S6F12","","3763","OFF","Byte (1)   1  :00",""
"885","2020/09/24","15:27:48","Send","S6F11","77937 (13071h)","3763","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77937 (13071h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :200 (C8h)
      List (1)   8
        Ascii(1)  16  :****************
        Ascii(1)  18  :******************
        Ascii(1)  15  :***************
        Ascii(1)  16  :****************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :19 (13h)
        Ascii(1)  15  :***************
        Ascii(1)  19  :*******************",""
"886","2020/09/24","15:27:48","Recv","S6F12","","3762","OFF","Byte (1)   1  :00",""
"887","2020/09/24","15:27:48","Send","S6F11","119088 (1D130h)","3762","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :119088 (1D130h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"888","2020/09/24","15:27:48","Recv","S6F12","","3761","OFF","Byte (1)   1  :00",""
"889","2020/09/24","15:27:48","Send","S6F11","77905 (13051h)","3761","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77905 (13051h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :206 (CEh)
      List (1)   1
        UInt1(1)   1  :6 (06h)",""
"890","2020/09/24","15:27:46","Recv","S6F12","","3760","OFF","Byte (1)   1  :00",""
"891","2020/09/24","15:27:46","Send","S6F11","77908 (13054h)","3760","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77908 (13054h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :209 (D1h)
      List (1)   1
        UInt1(1)   1  :33 (21h)",""
"892","2020/09/24","15:27:42","Recv","S6F12","","375F","OFF","Byte (1)   1  :00",""
"893","2020/09/24","15:27:42","Send","S6F11","118960 (1D0B0h)","375F","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118960 (1D0B0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :2 (02h)
        Ascii(1)  19  :*******************",""
"894","2020/09/24","15:27:42","Recv","S6F12","","375E","OFF","Byte (1)   1  :00",""
"895","2020/09/24","15:27:42","Send","S6F11","118800 (1D010h)","375E","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  19  :*******************
        UInt1(1)   1  :1 (01h)",""
"896","2020/09/24","15:27:42","Recv","S6F12","","375D","OFF","Byte (1)   1  :00",""
"897","2020/09/24","15:27:42","Send","S6F11","118816 (1D020h)","375D","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"898","2020/09/24","15:27:38","Recv","S6F12","","375C","OFF","Byte (1)   1  :00",""
"899","2020/09/24","15:27:38","Send","S6F11","118944 (1D0A0h)","375C","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)   8  :********",""
"900","2020/09/24","15:27:38","Recv","S6F12","","375B","OFF","Byte (1)   1  :00",""
"901","2020/09/24","15:27:38","Send","S6F11","118800 (1D010h)","375B","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :1 (01h)",""
"902","2020/09/24","15:27:38","Recv","S6F12","","375A","OFF","Byte (1)   1  :00",""
"903","2020/09/24","15:27:38","Send","S6F11","118816 (1D020h)","375A","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  15  :***************
        UInt1(1)   1  :0 (00h)",""
"904","2020/09/24","15:27:34","Recv","S6F12","","3759","OFF","Byte (1)   1  :00",""
"905","2020/09/24","15:27:34","Send","S6F11","118944 (1D0A0h)","3759","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118944 (1D0A0h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :107 (6Bh)
      List (1)   4
        Ascii(1)  19  :*******************
        UInt1(1)   1  :2 (02h)
        UInt1(1)   1  :1 (01h)
        Ascii(1)  15  :***************",""
"906","2020/09/24","15:27:34","Recv","S6F12","","3758","OFF","Byte (1)   1  :00",""
"907","2020/09/24","15:27:34","Send","S6F11","118800 (1D010h)","3758","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118800 (1D010h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)  15  :***************
        UInt1(1)   1  :1 (01h)",""
"908","2020/09/24","15:27:34","Recv","S6F12","","3757","OFF","Byte (1)   1  :00",""
"909","2020/09/24","15:27:34","Send","S6F11","118816 (1D020h)","3757","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :118816 (1D020h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :108 (6Ch)
      List (1)   3
        Ascii(1)  19  :*******************
        Ascii(1)   8  :********
        UInt1(1)   1  :0 (00h)",""
"910","2020/09/24","15:27:32","Recv","S6F12","","3756","OFF","Byte (1)   1  :00",""
"911","2020/09/24","15:27:32","Send","S6F11","77908 (13054h)","3756","ON","List (1)   3
  UInt4(1)   4  :1 (01h)
  UInt4(1)   4  :77908 (13054h)
  List (1)   1
    List (1)   2
      UInt4(1)   4  :209 (D1h)
      List (1)   1
        UInt1(1)   1  :31 (1Fh)",""
